tanggal,station,ISPU PM2.5,kategori_pm25,prediksi_pm25,residual,abs_error,kategori_aktual,kategori_prediksi
2024-10-10,us embassy 2,87.58075582541096,Sedang,86.18496353826836,1.3957922871425978,1.3957922871425978,Sedang,Sedang
2024-10-11,bundaran hi,74.0,Sedang,77.74306342672436,-3.743063426724362,3.743063426724362,Sedang,Sedang
2024-10-11,jagakarsa,73.0,Sedang,74.49443700184743,-1.4944370018474302,1.4944370018474302,Sedang,Sedang
2024-10-11,kebun jeruk,69.0,Sedang,68.84465665531077,0.1553433446892285,0.1553433446892285,Sedang,Sedang
2024-10-11,kelapa gading,76.0,Sedang,79.89461905149848,-3.8946190514984806,3.8946190514984806,Sedang,Sedang
2024-10-11,lubang buaya,87.0,Sedang,83.9847285912919,3.0152714087081023,3.0152714087081023,Sedang,Sedang
2024-10-11,us embassy 1,84.10724584975237,Sedang,81.61195598413619,2.4952898656161864,2.4952898656161864,Sedang,Sedang
2024-10-11,us embassy 2,94.8673634430408,Sedang,87.9783360697005,6.889027373340298,6.889027373340298,Sedang,Sedang
2024-10-12,bundaran hi,74.0,Sedang,75.51080507952337,-1.5108050795233652,1.5108050795233652,Sedang,Sedang
2024-10-12,jagakarsa,73.0,Sedang,75.26445677731283,-2.26445677731283,2.26445677731283,Sedang,Sedang
2024-10-12,kebun jeruk,69.0,Sedang,69.5538715611387,-0.5538715611387062,0.5538715611387062,Sedang,Sedang
2024-10-12,kelapa gading,76.0,Sedang,77.12754848145599,-1.1275484814559888,1.1275484814559888,Sedang,Sedang
2024-10-12,lubang buaya,87.0,Sedang,85.92079495036214,1.0792050496378636,1.0792050496378636,Sedang,Sedang
2024-10-12,us embassy 1,72.36260661752598,Sedang,85.57147323684832,-13.208866619322336,13.208866619322336,Sedang,Sedang
2024-10-12,us embassy 2,85.04827541765226,Sedang,89.89738432737845,-4.8491089097261835,4.8491089097261835,Sedang,Sedang
2024-10-13,bundaran hi,74.0,Sedang,74.59152899002859,-0.5915289900285927,0.5915289900285927,Sedang,Sedang
2024-10-13,jagakarsa,73.0,Sedang,73.16004250221722,-0.16004250221722316,0.16004250221722316,Sedang,Sedang
2024-10-13,kebun jeruk,69.0,Sedang,71.38999952421672,-2.3899995242167194,2.3899995242167194,Sedang,Sedang
2024-10-13,kelapa gading,76.0,Sedang,76.36105887187242,-0.3610588718724159,0.3610588718724159,Sedang,Sedang
2024-10-13,lubang buaya,87.0,Sedang,87.61843328914392,-0.6184332891439226,0.6184332891439226,Sedang,Sedang
2024-10-13,us embassy 1,81.1103069305624,Sedang,71.81547762492023,9.294829305642168,9.294829305642168,Sedang,Sedang
2024-10-13,us embassy 2,100.30637520496448,Tidak Sehat,85.43997312143163,14.866402083532847,14.866402083532847,Tidak Sehat,Sedang
2024-10-14,bundaran hi,74.0,Sedang,75.87158023525386,-1.8715802352538589,1.8715802352538589,Sedang,Sedang
2024-10-14,jagakarsa,73.0,Sedang,71.96652290351317,1.033477096486834,1.033477096486834,Sedang,Sedang
2024-10-14,kebun jeruk,69.0,Sedang,71.18613108137967,-2.1861310813796706,2.1861310813796706,Sedang,Sedang
2024-10-14,kelapa gading,76.0,Sedang,77.06192491403532,-1.0619249140353162,1.0619249140353162,Sedang,Sedang
2024-10-14,lubang buaya,87.0,Sedang,85.05733671666478,1.9426632833352215,1.9426632833352215,Sedang,Sedang
2024-10-14,us embassy 1,88.68120557620189,Sedang,80.56869440789359,8.112511168308302,8.112511168308302,Sedang,Sedang
2024-10-14,us embassy 2,108.46671655621192,Tidak Sehat,91.89889890702487,16.56781764918705,16.56781764918705,Tidak Sehat,Sedang
2024-10-15,bundaran hi,74.0,Sedang,75.72459310915606,-1.7245931091560607,1.7245931091560607,Sedang,Sedang
